	Time	Day_of_week	Age_of_driver	Gender_of_driver	Educational_level	Vehicle_driver_relation	Driving_experience	Owner_of_vehicle	Area_accident_occured	Lanes_or_Medians	Road_allignment	Types_of_Junction	Road_surface_type	Road_surface_conditions	Light_conditions	Weather_conditions	Type_of_collision	Number_of_vehicles_involved	Number_of_casualties	Vehicle_movement	Pedestrian_movement	Cause_of_accident	Accident_severity
8014	8:45:00	Wednesday	18-30	Male	Junior high school	Owner	2-5yr	Owner	Office areas	Two-way (divided with broken lines road marking)	Tangent road with mild grade and flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Overtaking	Serious Injury
8015	6:45:00	Friday	Over 51	Male	Junior high school	Owner	5-10yr	Owner	Residential areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Changing lane to the left	Slight Injury
8016	6:45:00	Friday	18-30	Male	Junior high school	Owner	Above 10yr	Owner	 Church areas	other	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Changing lane to the right	Slight Injury
8017	12:05:00	Thursday	31-50	Male	Junior high school	Owner	2-5yr	Owner	Residential areas	other	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	3	2	Going straight	Not a Pedestrian	Overtaking	Slight Injury
8018	12:05:00	Thursday	31-50	Male	Elementary school	Owner	Above 10yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	3	2	Turnover	Unknown or other	Overloading	Slight Injury
8019	12:05:00	Thursday	18-30	Male	Writing & reading	Owner	5-10yr	Owner	  Recreational areas	other	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Rollover	3	2	Entering a junction	Not a Pedestrian	Other	Slight Injury
8020	22:47:00	Saturday	18-30	Male	Writing & reading	Owner	5-10yr	Governmental	Office areas	other	Tangent road with mild grade and flat terrain	No junction	Asphalt roads	Dry	Darkness - light	Normal	Collision with roadside objects	1	1	Entering a junction	Not a Pedestrian	No priority to vehicle	Slight Injury
8021	10:15:00	Tuesday	31-50	Male	Junior high school	Owner	5-10yr	Owner	 Industrial areas	other	Tangent road with flat terrain	Other	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	3	1	Entering a junction	Not a Pedestrian	Changing lane to the right	Slight Injury
8022	10:15:00	Tuesday	31-50	Male	Junior high school	Owner	Below 1yr	Owner	 Industrial areas	other	Tangent road with flat terrain	Other	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	3	1	Entering a junction	Not a Pedestrian	Moving Backward	Slight Injury
8023	10:15:00	Tuesday	31-50	Male	Junior high school	Owner	2-5yr	Owner	Residential areas	Undivided Two way	Tangent road with flat terrain	Other	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	3	1	Other	Not a Pedestrian	Changing lane to the left	Slight Injury
8024	10:30:00	Monday	18-30	Male	Elementary school	Employee	2-5yr	Governmental	Residential areas	other	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Entering a junction	Not a Pedestrian	No priority to pedestrian	Slight Injury
8025	10:30:00	Monday	18-30	Male	Junior high school	Employee	2-5yr	Owner	 Industrial areas	other	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Turnover	Not a Pedestrian	No distancing	Slight Injury
8026	20:40:00	Wednesday	18-30	Male	Junior high school	Employee	2-5yr	Owner	Residential areas	Undivided Two way	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	2	1	Entering a junction	Crossing from driver's nearside	No priority to vehicle	Slight Injury
8027	20:40:00	Wednesday	Under 18	Male	Junior high school	Employee	5-10yr	Owner	Residential areas	other	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	2	1	Entering a junction	Not a Pedestrian	No distancing	Slight Injury
8028	10:00:00	Monday	Over 51	Male	Junior high school	Employee	5-10yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	3	Entering a junction	Not a Pedestrian	No distancing	Slight Injury
8029	10:00:00	Monday	Over 51	Male	Junior high school	Employee	Above 10yr	Owner	Office areas	Double carriageway (median)	Escarpments	Y Shape	Gravel roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	3	Entering a junction	Not a Pedestrian	Moving Backward	Slight Injury
8030	10:00:00	Monday	Over 51	Male	Elementary school	Employee	5-10yr	Owner	Office areas	other	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Collision with pedestrians	2	3	Entering a junction	Not a Pedestrian	Changing lane to the right	Slight Injury
8031	10:00:00	Monday	Over 51	Male	Junior high school	Employee	5-10yr	Owner	Office areas	Undivided Two way	Escarpments	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	3	Other	Unknown or other	No priority to pedestrian	Slight Injury
8032	17:35:00	Sunday	18-30	Male	Junior high school	Employee	Above 10yr	Owner	Office areas	One way	Tangent road with flat terrain	Other	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	2	1	Going straight	Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle	Moving Backward	Slight Injury
8033	17:35:00	Sunday	31-50	Male	Elementary school	Owner	Above 10yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	Other	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Getting off the vehicle improperly	Slight Injury
8034	0:28:00	Saturday	18-30	Male	Junior high school	Owner	5-10yr	Owner	Office areas	other	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	2	2	Other	Not a Pedestrian	Overtaking	Slight Injury
8035	0:28:00	Saturday	18-30	Male	Junior high school	Employee	5-10yr	Owner	Residential areas	other	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	2	2	Going straight	Unknown or other	Overloading	Slight Injury
8036	0:28:00	Saturday	31-50	Male	Junior high school	Employee	Below 1yr	Owner	Residential areas	One way	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	2	2	Going straight	Not a Pedestrian	Changing lane to the right	Slight Injury
8037	9:23:00	Saturday	18-30	Male	Junior high school	Employee	Below 1yr	Owner	Other	One way	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	2	Going straight	Not a Pedestrian	Improper parking	Slight Injury
8038	9:23:00	Saturday	Over 51	Male	Junior high school	Employee	5-10yr	Owner	 Church areas	Undivided Two way	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	2	Going straight	Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle	Other	Slight Injury
8039	6:33:00	Wednesday	31-50	Male	Junior high school	Employee	5-10yr	Owner	  Recreational areas	other	Tangent road with flat terrain	Crossing	Asphalt roads	Wet or damp	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Changing lane to the left	Slight Injury
8040	6:33:00	Wednesday	31-50	Male	Junior high school	Employee	Above 10yr	Owner	 Industrial areas	Undivided Two way	Tangent road with flat terrain	Crossing	Asphalt roads	Wet or damp	Daylight	Normal	Vehicle with vehicle collision	2	1	Reversing	Not a Pedestrian	Changing lane to the right	Slight Injury
8041	22:10:00	Tuesday	31-50	Female	High school	Employee	Above 10yr	Owner	Residential areas	other	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	1	1	Moving Backward	Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle	No priority to pedestrian	Slight Injury
8042	5:20:00	Thursday	31-50	Male	Junior high school	Employee	Above 10yr	Owner	Residential areas	other	Tangent road with rolling terrain	Y Shape	Asphalt roads	Wet or damp	Daylight	Raining	Collision with roadside objects	2	1	Overtaking	Not a Pedestrian	Overspeed	Slight Injury
8043	5:20:00	Thursday	18-30	Male	Junior high school	Employee	Above 10yr	Owner	Office areas	Double carriageway (median)	Tangent road with flat terrain	Y Shape	Asphalt roads	Wet or damp	Daylight	Raining	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Changing lane to the left	Slight Injury
8044	10:20:00	Saturday	31-50	Male	Junior high school	Employee	Above 10yr	Owner	  Market areas	Undivided Two way	Tangent road with flat terrain	Crossing	Gravel roads	Dry	Daylight	Normal	Collision with roadside objects	2	1	Going straight	Not a Pedestrian	No priority to vehicle	Slight Injury
8045	10:20:00	Saturday	31-50	Male	Junior high school	Employee	Above 10yr	Owner	  Market areas	other	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Changing lane to the right	Slight Injury
8046	22:43:00	Saturday	18-30	Male	Junior high school	Employee	5-10yr	Owner	 Industrial areas	other	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	2	1	Going straight	Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle	No distancing	Serious Injury
8047	22:43:00	Saturday	31-50	Male	Junior high school	Employee	2-5yr	Owner	Residential areas	Two-way (divided with solid lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	No priority to pedestrian	Serious Injury
8048	15:06:00	Thursday	18-30	Male	Junior high school	Employee	Below 1yr	Governmental	Residential areas	Undivided Two way	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Collision with pedestrians	1	1	Going straight	Not a Pedestrian	No distancing	Slight Injury
8049	16:47:00	Monday	18-30	Male	Junior high school	Employee	Below 1yr	Owner	Other	Undivided Two way	Tangent road with flat terrain	Crossing	Earth roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	No priority to vehicle	Slight Injury
8050	16:47:00	Monday	31-50	Male	Junior high school	Employee	2-5yr	Governmental	Residential areas	other	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Reversing	Not a Pedestrian	Other	Slight Injury
8051	17:06:00	Thursday	31-50	Male	Elementary school	Employee	Below 1yr	Owner	Rural village areas	Undivided Two way	Gentle horizontal curve	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Driving carelessly	Slight Injury
8052	17:06:00	Thursday	31-50	Male	Junior high school	Employee	Below 1yr	Owner	Rural village areas	Undivided Two way	Gentle horizontal curve	Crossing	Asphalt roads	Dry	Daylight	Normal	Collision with pedestrians	2	1	Going straight	Not a Pedestrian	Changing lane to the left	Slight Injury
8053	17:15:00	Tuesday	18-30	Female	Junior high school	Employee	Below 1yr	Owner	Office areas	Double carriageway (median)	Tangent road with flat terrain	No junction	Gravel roads	Dry	Daylight	Normal	Collision with roadside objects	2	1	Other	Not a Pedestrian	Driving carelessly	Slight Injury
8054	17:15:00	Tuesday	18-30	Male	Junior high school	Employee	5-10yr	Owner	Residential areas	Undivided Two way	Gentle horizontal curve	No junction	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	2	1	Entering a junction	Not a Pedestrian	Changing lane to the left	Slight Injury
8055	20:00:00	Tuesday	31-50	Male	Writing & reading	Employee	Below 1yr	Owner	Residential areas	other	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Turnover	Not a Pedestrian	No priority to vehicle	Slight Injury
8056	20:00:00	Tuesday	31-50	Male	Junior high school	Employee	Below 1yr	Owner	 Outside rural areas	other	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Unknown or other	No distancing	Slight Injury
8057	15:10:00	Wednesday	31-50	Male	Junior high school	Employee	1-2yr	Owner	Residential areas	other	Tangent road with flat terrain	Y Shape	Earth roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Changing lane to the right	Slight Injury
8058	15:10:00	Wednesday	18-30	Male	Elementary school	Employee	Above 10yr	Owner	 Church areas	other	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Changing lane to the right	Slight Injury
8059	9:06:00	Monday	31-50	Male	Elementary school	Employee	Above 10yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	4	1	Going straight	Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle	Driving at high speed	Slight Injury
8060	9:06:00	Monday	31-50	Male	Elementary school	Employee	Below 1yr	Owner	Office areas	Two-way (divided with broken lines road marking)	Tangent road with mountainous terrain and	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	4	1	Going straight	Not a Pedestrian	No distancing	Slight Injury
8061	9:06:00	Monday	18-30	Male	High school	Employee	2-5yr	Governmental	Office areas	Two-way (divided with broken lines road marking)	Escarpments	Y Shape	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	4	1	Going straight	Not a Pedestrian	Changing lane to the right	Slight Injury
8062	9:06:00	Monday	18-30	Male	Junior high school	Employee	2-5yr	Owner	Other	Undivided Two way	Tangent road with mountainous terrain and	Y Shape	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	4	1	Going straight	Not a Pedestrian	Changing lane to the left	Slight Injury
8063	14:50:00	Thursday	31-50	Male	Above high school	Employee	Above 10yr	Owner	Other	Undivided Two way	Tangent road with flat terrain	Other	Earth roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	2	Going straight	Not a Pedestrian	Getting off the vehicle improperly	Serious Injury
8064	14:50:00	Thursday	Over 51	Male	Junior high school	Employee	2-5yr	Owner	Residential areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Other	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	2	Getting off	Not a Pedestrian	Other	Serious Injury
8065	17:40:00	Sunday	31-50	Male	Junior high school	Employee	2-5yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Getting off	Not a Pedestrian	Other	Slight Injury
8066	17:40:00	Sunday	31-50	Male	High school	Employee	1-2yr	Owner	Other	Undivided Two way	Tangent road with mild grade and flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Getting off	Not a Pedestrian	No distancing	Slight Injury
8067	18:26:00	Tuesday	18-30	Male	Junior high school	Employee	5-10yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Moving Backward	Not a Pedestrian	No priority to vehicle	Slight Injury
8068	18:26:00	Tuesday	31-50	Male	Junior high school	Employee	Below 1yr	Governmental	Other	Undivided Two way	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Rollover	2	1	Going straight	Not a Pedestrian	Overtaking	Slight Injury
8069	15:19:00	Sunday	18-30	Male	Junior high school	Employee	Below 1yr	Owner	Other	Double carriageway (median)	Tangent road with mild grade and flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	No priority to pedestrian	Serious Injury
8070	15:19:00	Sunday	18-30	Male	Elementary school	Employee	Below 1yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	2	1	Waiting to go	Not a Pedestrian	No distancing	Serious Injury
